,n,m,c,tipoFrec,maxDist
1904,10.0,30.0,26.0,1.0,28.0
1905,10.0,30.0,26.0,1.0,26.0
1906,10.0,30.0,26.0,1.0,26.0
1907,10.0,30.0,26.0,1.0,27.0
1908,10.0,30.0,26.0,1.0,28.0
1909,10.0,30.0,26.0,1.0,27.0
1910,10.0,30.0,26.0,1.0,26.0
1911,10.0,30.0,26.0,1.0,27.0
1912,10.0,30.0,26.0,1.0,28.0
1913,10.0,30.0,26.0,1.0,28.0
1914,10.0,30.0,26.0,1.0,28.0
1915,10.0,30.0,26.0,1.0,27.0
1916,10.0,30.0,26.0,1.0,28.0
1917,10.0,30.0,26.0,1.0,26.0
1918,10.0,30.0,26.0,1.0,28.0
1919,10.0,30.0,26.0,1.0,27.0
1920,10.0,30.0,26.0,1.0,28.0
1921,10.0,30.0,26.0,1.0,28.0
1922,10.0,30.0,26.0,1.0,29.0
1923,10.0,30.0,26.0,1.0,28.0
1924,10.0,30.0,26.0,1.0,27.0
1925,10.0,30.0,26.0,1.0,27.0
1926,10.0,30.0,26.0,1.0,26.0
1927,10.0,30.0,26.0,1.0,28.0
1928,10.0,30.0,26.0,1.0,29.0
1929,10.0,30.0,26.0,1.0,28.0
1930,10.0,30.0,26.0,1.0,27.0
1931,10.0,30.0,26.0,1.0,28.0
1932,10.0,30.0,26.0,1.0,27.0
1933,10.0,30.0,26.0,1.0,25.0
1934,10.0,30.0,26.0,1.0,27.0
1935,10.0,30.0,26.0,1.0,27.0
1936,10.0,30.0,26.0,1.0,27.0
1937,10.0,30.0,26.0,1.0,28.0
1938,10.0,30.0,26.0,1.0,27.0
1939,10.0,30.0,26.0,1.0,26.0
1940,10.0,30.0,26.0,1.0,27.0
1941,10.0,30.0,26.0,1.0,26.0
1942,10.0,30.0,26.0,1.0,26.0
1943,10.0,30.0,26.0,1.0,28.0
1944,10.0,30.0,26.0,1.0,27.0
1945,10.0,30.0,26.0,1.0,28.0
1946,10.0,30.0,26.0,1.0,28.0
1947,10.0,30.0,26.0,1.0,29.0
1948,10.0,30.0,26.0,1.0,28.0
1949,10.0,30.0,26.0,1.0,27.0
1950,10.0,30.0,26.0,1.0,27.0
1951,10.0,30.0,26.0,1.0,27.0
1952,10.0,30.0,26.0,1.0,27.0
1953,10.0,30.0,26.0,1.0,27.0
1954,10.0,30.0,26.0,1.0,27.0
1955,10.0,30.0,26.0,1.0,28.0
1956,10.0,30.0,26.0,1.0,27.0
1957,10.0,30.0,26.0,1.0,27.0
1958,10.0,30.0,26.0,1.0,26.0
1959,10.0,30.0,26.0,1.0,27.0
1960,10.0,30.0,26.0,1.0,27.0
1961,10.0,30.0,26.0,1.0,27.0
1962,10.0,30.0,26.0,1.0,29.0
1963,10.0,30.0,26.0,1.0,28.0
1964,10.0,30.0,26.0,1.0,28.0
1965,10.0,30.0,26.0,1.0,27.0
1966,10.0,30.0,26.0,1.0,28.0
1967,10.0,30.0,26.0,1.0,27.0
1968,10.0,30.0,26.0,1.0,29.0
1969,10.0,30.0,26.0,1.0,27.0
1970,10.0,30.0,26.0,1.0,28.0
1971,10.0,30.0,26.0,1.0,26.0
1972,10.0,30.0,26.0,1.0,29.0
1973,10.0,30.0,26.0,1.0,27.0
1974,10.0,30.0,26.0,1.0,28.0
1975,10.0,30.0,26.0,1.0,28.0
1976,10.0,30.0,26.0,1.0,28.0
1977,10.0,30.0,26.0,1.0,26.0
1978,10.0,30.0,26.0,1.0,27.0
1979,10.0,30.0,26.0,1.0,26.0
1980,10.0,30.0,26.0,1.0,28.0
1981,10.0,30.0,26.0,1.0,28.0
1982,10.0,30.0,26.0,1.0,29.0
1983,10.0,30.0,26.0,1.0,29.0
1984,10.0,30.0,26.0,1.0,28.0
1985,10.0,30.0,26.0,1.0,28.0
1986,10.0,30.0,26.0,1.0,29.0
1987,10.0,30.0,26.0,1.0,27.0
1988,10.0,30.0,26.0,1.0,27.0
1989,10.0,30.0,26.0,1.0,27.0
1990,10.0,30.0,26.0,1.0,27.0
1991,10.0,30.0,26.0,1.0,27.0
1992,10.0,30.0,26.0,1.0,28.0
1993,10.0,30.0,26.0,1.0,28.0
1994,10.0,30.0,26.0,1.0,29.0
1995,10.0,30.0,26.0,1.0,27.0
1996,10.0,30.0,26.0,1.0,27.0
1997,10.0,30.0,26.0,1.0,27.0
1998,10.0,30.0,26.0,1.0,28.0
1999,10.0,30.0,26.0,1.0,28.0
2000,10.0,30.0,26.0,1.0,28.0
2001,10.0,30.0,26.0,1.0,27.0
2002,10.0,30.0,26.0,1.0,28.0
2003,10.0,30.0,26.0,1.0,29.0
2004,10.0,30.0,26.0,1.0,27.0
2005,10.0,30.0,26.0,1.0,29.0
2006,10.0,30.0,26.0,1.0,28.0
2007,10.0,30.0,26.0,1.0,28.0
2008,10.0,30.0,26.0,1.0,28.0
2009,10.0,30.0,26.0,1.0,30.0
2010,10.0,30.0,26.0,1.0,28.0
2011,10.0,30.0,26.0,1.0,30.0
2012,10.0,30.0,26.0,1.0,27.0
2013,10.0,30.0,26.0,1.0,29.0
2014,10.0,30.0,26.0,1.0,30.0
2015,10.0,30.0,26.0,1.0,28.0
2016,10.0,30.0,26.0,1.0,28.0
2017,10.0,30.0,26.0,1.0,27.0
2018,10.0,30.0,26.0,1.0,28.0
2019,10.0,30.0,26.0,1.0,27.0
2020,10.0,30.0,26.0,1.0,28.0
2021,10.0,30.0,26.0,1.0,29.0
2022,10.0,30.0,26.0,1.0,27.0
2023,10.0,30.0,26.0,1.0,29.0
2024,10.0,30.0,26.0,1.0,28.0
2025,10.0,30.0,26.0,1.0,27.0
2026,10.0,30.0,26.0,1.0,29.0
2027,10.0,30.0,26.0,1.0,29.0
2028,10.0,30.0,26.0,1.0,28.0
2029,10.0,30.0,26.0,1.0,27.0
2030,10.0,30.0,26.0,1.0,28.0
2031,10.0,30.0,26.0,1.0,28.0
2032,10.0,30.0,26.0,1.0,27.0
2033,10.0,30.0,26.0,1.0,26.0
2034,10.0,30.0,26.0,1.0,29.0
2035,10.0,30.0,26.0,1.0,28.0
2036,10.0,30.0,26.0,1.0,29.0
2037,10.0,30.0,26.0,1.0,28.0
2038,10.0,30.0,26.0,1.0,29.0
2039,10.0,30.0,26.0,1.0,29.0
2040,10.0,30.0,26.0,1.0,30.0
2041,10.0,30.0,26.0,1.0,27.0
2042,10.0,30.0,26.0,1.0,28.0
2043,10.0,30.0,26.0,1.0,29.0
2044,10.0,30.0,26.0,1.0,28.0
2045,10.0,30.0,26.0,1.0,27.0
2046,10.0,30.0,26.0,1.0,28.0
2047,10.0,30.0,26.0,1.0,27.0
2048,10.0,30.0,26.0,1.0,28.0
2049,10.0,30.0,26.0,1.0,29.0
2050,10.0,30.0,26.0,1.0,29.0
2051,10.0,30.0,26.0,1.0,28.0
2052,10.0,30.0,26.0,1.0,28.0
2053,10.0,30.0,26.0,1.0,28.0
2054,10.0,30.0,26.0,1.0,29.0
2055,10.0,30.0,26.0,1.0,29.0
2056,10.0,30.0,26.0,1.0,29.0
2057,10.0,30.0,26.0,1.0,28.0
2058,10.0,30.0,26.0,1.0,29.0
2059,10.0,30.0,26.0,1.0,29.0
2060,10.0,30.0,26.0,1.0,27.0
2061,10.0,30.0,26.0,1.0,28.0
2062,10.0,30.0,26.0,1.0,29.0
2063,10.0,30.0,26.0,1.0,29.0
2064,10.0,30.0,26.0,1.0,29.0
2065,10.0,30.0,26.0,1.0,27.0
2066,10.0,30.0,26.0,1.0,28.0
2067,10.0,30.0,26.0,1.0,28.0
2068,10.0,30.0,26.0,1.0,27.0
2069,10.0,30.0,26.0,1.0,26.0
2070,10.0,30.0,26.0,1.0,30.0
2071,10.0,30.0,26.0,1.0,28.0
2072,10.0,30.0,26.0,1.0,28.0
2073,10.0,30.0,26.0,1.0,29.0
2074,10.0,30.0,26.0,1.0,28.0
2075,10.0,30.0,26.0,1.0,28.0
2076,10.0,30.0,26.0,1.0,27.0
2077,10.0,30.0,26.0,1.0,30.0
2078,10.0,30.0,26.0,1.0,27.0
2079,10.0,30.0,26.0,1.0,27.0
2080,10.0,30.0,26.0,1.0,29.0
2081,10.0,30.0,26.0,1.0,29.0
2082,10.0,30.0,26.0,1.0,28.0
2083,10.0,30.0,26.0,1.0,28.0
2084,10.0,30.0,26.0,1.0,29.0
2085,10.0,30.0,26.0,1.0,28.0
2086,10.0,30.0,26.0,1.0,28.0
2087,10.0,30.0,26.0,1.0,29.0
2088,10.0,30.0,26.0,1.0,28.0
2089,10.0,30.0,26.0,1.0,28.0
2090,10.0,30.0,26.0,1.0,30.0
2091,10.0,30.0,26.0,1.0,29.0
2092,10.0,30.0,26.0,1.0,29.0
2093,10.0,30.0,26.0,1.0,28.0
2094,10.0,30.0,26.0,1.0,28.0
2095,10.0,30.0,26.0,1.0,27.0
2096,10.0,30.0,26.0,1.0,28.0
2097,10.0,30.0,26.0,1.0,28.0
2098,10.0,30.0,26.0,1.0,28.0
2099,10.0,30.0,26.0,1.0,29.0
2100,10.0,30.0,26.0,2.0,28.0
2101,10.0,30.0,26.0,2.0,30.0
2102,10.0,30.0,26.0,2.0,28.0
2103,10.0,30.0,26.0,2.0,30.0
2104,10.0,30.0,26.0,2.0,30.0
2105,10.0,30.0,26.0,2.0,29.0
2106,10.0,30.0,26.0,2.0,30.0
2107,10.0,30.0,26.0,2.0,29.0
2108,10.0,30.0,26.0,2.0,30.0
2109,10.0,30.0,26.0,2.0,30.0
2110,10.0,30.0,26.0,2.0,29.0
2111,10.0,30.0,26.0,2.0,29.0
2112,10.0,30.0,26.0,2.0,29.0
2113,10.0,30.0,26.0,2.0,30.0
2114,10.0,30.0,26.0,2.0,29.0
2115,10.0,30.0,26.0,2.0,30.0
2116,10.0,30.0,26.0,2.0,29.0
2117,10.0,30.0,26.0,2.0,30.0
2118,10.0,30.0,26.0,2.0,29.0
2119,10.0,30.0,26.0,2.0,29.0
2120,10.0,30.0,26.0,2.0,30.0
2121,10.0,30.0,26.0,2.0,29.0
2122,10.0,30.0,26.0,2.0,29.0
2123,10.0,30.0,26.0,2.0,30.0
2124,10.0,30.0,26.0,2.0,29.0
2125,10.0,30.0,26.0,2.0,29.0
2126,10.0,30.0,26.0,2.0,29.0
2127,10.0,30.0,26.0,2.0,29.0
2128,10.0,30.0,26.0,2.0,30.0
2129,10.0,30.0,26.0,2.0,29.0
2130,10.0,30.0,26.0,2.0,29.0
2131,10.0,30.0,26.0,2.0,29.0
2132,10.0,30.0,26.0,2.0,30.0
2133,10.0,30.0,26.0,2.0,29.0
2134,10.0,30.0,26.0,2.0,29.0
2135,10.0,30.0,26.0,2.0,30.0
2136,10.0,30.0,26.0,2.0,29.0
2137,10.0,30.0,26.0,2.0,29.0
2138,10.0,30.0,26.0,2.0,30.0
2139,10.0,30.0,26.0,2.0,30.0
2140,10.0,30.0,26.0,2.0,29.0
2141,10.0,30.0,26.0,2.0,29.0
2142,10.0,30.0,26.0,2.0,29.0
2143,10.0,30.0,26.0,2.0,30.0
2144,10.0,30.0,26.0,2.0,30.0
2145,10.0,30.0,26.0,2.0,28.0
2146,10.0,30.0,26.0,2.0,28.0
2147,10.0,30.0,26.0,2.0,29.0
2148,10.0,30.0,26.0,2.0,30.0
2149,10.0,30.0,26.0,2.0,29.0
2150,10.0,30.0,26.0,2.0,29.0
2151,10.0,30.0,26.0,2.0,29.0
2152,10.0,30.0,26.0,2.0,29.0
2153,10.0,30.0,26.0,2.0,30.0
2154,10.0,30.0,26.0,2.0,29.0
2155,10.0,30.0,26.0,2.0,28.0
2156,10.0,30.0,26.0,2.0,29.0
2157,10.0,30.0,26.0,2.0,30.0
2158,10.0,30.0,26.0,2.0,30.0
2159,10.0,30.0,26.0,2.0,28.0
2160,10.0,30.0,26.0,2.0,29.0
2161,10.0,30.0,26.0,2.0,28.0
2162,10.0,30.0,26.0,2.0,29.0
2163,10.0,30.0,26.0,2.0,30.0
2164,10.0,30.0,26.0,2.0,28.0
2165,10.0,30.0,26.0,2.0,29.0
2166,10.0,30.0,26.0,2.0,29.0
2167,10.0,30.0,26.0,2.0,28.0
2168,10.0,30.0,26.0,2.0,30.0
2169,10.0,30.0,26.0,2.0,29.0
2170,10.0,30.0,26.0,2.0,30.0
2171,10.0,30.0,26.0,2.0,29.0
2172,10.0,30.0,26.0,2.0,29.0
2173,10.0,30.0,26.0,2.0,28.0
2174,10.0,30.0,26.0,2.0,30.0
2175,10.0,30.0,26.0,2.0,30.0
2176,10.0,30.0,26.0,2.0,30.0
2177,10.0,30.0,26.0,2.0,28.0
2178,10.0,30.0,26.0,2.0,30.0
2179,10.0,30.0,26.0,2.0,29.0
2180,10.0,30.0,26.0,2.0,30.0
2181,10.0,30.0,26.0,2.0,30.0
2182,10.0,30.0,26.0,2.0,30.0
2183,10.0,30.0,26.0,2.0,30.0
2184,10.0,30.0,26.0,2.0,29.0
2185,10.0,30.0,26.0,2.0,29.0
2186,10.0,30.0,26.0,2.0,30.0
2187,10.0,30.0,26.0,2.0,29.0
2188,10.0,30.0,26.0,2.0,30.0
2189,10.0,30.0,26.0,2.0,29.0
2190,10.0,30.0,26.0,2.0,29.0
2191,10.0,30.0,26.0,2.0,29.0
2192,10.0,30.0,26.0,2.0,29.0
2193,10.0,30.0,26.0,2.0,29.0
2194,10.0,30.0,26.0,2.0,30.0
2195,10.0,30.0,26.0,2.0,30.0
2196,10.0,30.0,26.0,2.0,29.0
2197,10.0,30.0,26.0,2.0,30.0
2198,10.0,30.0,26.0,2.0,29.0
2199,10.0,30.0,26.0,2.0,30.0
2200,10.0,30.0,26.0,2.0,30.0
2201,10.0,30.0,26.0,2.0,30.0
2202,10.0,30.0,26.0,2.0,29.0
2203,10.0,30.0,26.0,2.0,29.0
2204,10.0,30.0,26.0,2.0,28.0
2205,10.0,30.0,26.0,2.0,29.0
2206,10.0,30.0,26.0,2.0,30.0
2207,10.0,30.0,26.0,2.0,29.0
2208,10.0,30.0,26.0,2.0,29.0
2209,10.0,30.0,26.0,2.0,30.0
2210,10.0,30.0,26.0,2.0,29.0
2211,10.0,30.0,26.0,2.0,29.0
2212,10.0,30.0,26.0,2.0,28.0
2213,10.0,30.0,26.0,2.0,29.0
2214,10.0,30.0,26.0,2.0,29.0
2215,10.0,30.0,26.0,2.0,30.0
2216,10.0,30.0,26.0,2.0,29.0
2217,10.0,30.0,26.0,2.0,29.0
2218,10.0,30.0,26.0,2.0,30.0
2219,10.0,30.0,26.0,2.0,29.0
2220,10.0,30.0,26.0,2.0,30.0
2221,10.0,30.0,26.0,2.0,30.0
2222,10.0,30.0,26.0,2.0,29.0
2223,10.0,30.0,26.0,2.0,30.0
2224,10.0,30.0,26.0,2.0,30.0
2225,10.0,30.0,26.0,2.0,29.0
2226,10.0,30.0,26.0,2.0,29.0
2227,10.0,30.0,26.0,2.0,29.0
2228,10.0,30.0,26.0,2.0,30.0
2229,10.0,30.0,26.0,2.0,30.0
2230,10.0,30.0,26.0,2.0,28.0
2231,10.0,30.0,26.0,2.0,29.0
2232,10.0,30.0,26.0,2.0,29.0
2233,10.0,30.0,26.0,2.0,29.0
2234,10.0,30.0,26.0,2.0,29.0
2235,10.0,30.0,26.0,2.0,30.0
2236,10.0,30.0,26.0,2.0,30.0
2237,10.0,30.0,26.0,2.0,28.0
2238,10.0,30.0,26.0,2.0,28.0
2239,10.0,30.0,26.0,2.0,30.0
2240,10.0,30.0,26.0,2.0,30.0
2241,10.0,30.0,26.0,2.0,30.0
2242,10.0,30.0,26.0,2.0,29.0
2243,10.0,30.0,26.0,2.0,29.0
2244,10.0,30.0,26.0,2.0,29.0
2245,10.0,30.0,26.0,2.0,28.0
2246,10.0,30.0,26.0,2.0,30.0
2247,10.0,30.0,26.0,2.0,30.0
2248,10.0,30.0,26.0,2.0,30.0
2249,10.0,30.0,26.0,2.0,30.0
2250,10.0,30.0,26.0,2.0,29.0
2251,10.0,30.0,26.0,2.0,29.0
2252,10.0,30.0,26.0,2.0,29.0
2253,10.0,30.0,26.0,2.0,28.0
2254,10.0,30.0,26.0,2.0,29.0
2255,10.0,30.0,26.0,2.0,28.0
2256,10.0,30.0,26.0,2.0,29.0
2257,10.0,30.0,26.0,2.0,29.0
2258,10.0,30.0,26.0,2.0,28.0
2259,10.0,30.0,26.0,2.0,29.0
2260,10.0,30.0,26.0,2.0,29.0
2261,10.0,30.0,26.0,2.0,29.0
2262,10.0,30.0,26.0,2.0,29.0
2263,10.0,30.0,26.0,2.0,29.0
2264,10.0,30.0,26.0,2.0,29.0
2265,10.0,30.0,26.0,2.0,29.0
2266,10.0,30.0,26.0,2.0,30.0
2267,10.0,30.0,26.0,2.0,29.0
2268,10.0,30.0,26.0,2.0,28.0
2269,10.0,30.0,26.0,2.0,29.0
2270,10.0,30.0,26.0,2.0,29.0
2271,10.0,30.0,26.0,2.0,29.0
2272,10.0,30.0,26.0,2.0,29.0
2273,10.0,30.0,26.0,2.0,30.0
2274,10.0,30.0,26.0,2.0,30.0
2275,10.0,30.0,26.0,2.0,30.0
2276,10.0,30.0,26.0,2.0,28.0
2277,10.0,30.0,26.0,2.0,29.0
2278,10.0,30.0,26.0,2.0,30.0
2279,10.0,30.0,26.0,2.0,30.0
2280,10.0,30.0,26.0,2.0,29.0
2281,10.0,30.0,26.0,2.0,30.0
2282,10.0,30.0,26.0,2.0,28.0
2283,10.0,30.0,26.0,2.0,30.0
2284,10.0,30.0,26.0,2.0,29.0
2285,10.0,30.0,26.0,2.0,29.0
2286,10.0,30.0,26.0,2.0,30.0
2287,10.0,30.0,26.0,2.0,29.0
2288,10.0,30.0,26.0,2.0,29.0
2289,10.0,30.0,26.0,2.0,30.0
2290,10.0,30.0,26.0,2.0,29.0
2291,10.0,30.0,26.0,2.0,29.0
2292,10.0,30.0,26.0,2.0,29.0
2293,10.0,30.0,26.0,2.0,29.0
2294,10.0,30.0,26.0,2.0,28.0
2295,10.0,30.0,26.0,2.0,29.0
2296,10.0,30.0,26.0,2.0,30.0
2297,10.0,30.0,26.0,2.0,29.0
2298,10.0,30.0,26.0,2.0,29.0
2299,10.0,30.0,26.0,2.0,30.0
2300,10.0,30.0,26.0,2.0,30.0
2301,10.0,30.0,26.0,2.0,29.0
2302,10.0,30.0,26.0,2.0,30.0
2303,10.0,30.0,26.0,2.0,29.0
2304,10.0,30.0,26.0,2.0,28.0
2305,10.0,30.0,26.0,2.0,29.0
2306,10.0,30.0,26.0,2.0,29.0
2307,10.0,30.0,26.0,2.0,28.0
2308,10.0,30.0,26.0,2.0,29.0
2309,10.0,30.0,26.0,2.0,29.0
2310,10.0,30.0,26.0,2.0,30.0
2311,10.0,30.0,26.0,2.0,29.0
2312,10.0,30.0,26.0,2.0,29.0
2313,10.0,30.0,26.0,2.0,30.0
2314,10.0,30.0,26.0,2.0,29.0
2315,10.0,30.0,26.0,2.0,29.0
2316,10.0,30.0,26.0,2.0,30.0
2317,10.0,30.0,26.0,2.0,30.0
2318,10.0,30.0,26.0,2.0,29.0
2319,10.0,30.0,26.0,2.0,29.0
2320,10.0,30.0,26.0,2.0,29.0
2321,10.0,30.0,26.0,2.0,28.0
2322,10.0,30.0,26.0,2.0,30.0
2323,10.0,30.0,26.0,2.0,29.0
2324,10.0,30.0,26.0,2.0,30.0
2325,10.0,30.0,26.0,2.0,29.0
2326,10.0,30.0,26.0,2.0,29.0
2327,10.0,30.0,26.0,2.0,29.0
2328,10.0,30.0,26.0,2.0,29.0
2329,10.0,30.0,26.0,2.0,30.0
2330,10.0,30.0,26.0,2.0,29.0
2331,10.0,30.0,26.0,2.0,29.0
2332,10.0,30.0,26.0,2.0,30.0
2333,10.0,30.0,26.0,2.0,29.0
2334,10.0,30.0,26.0,2.0,29.0
2335,10.0,30.0,26.0,2.0,30.0
2336,10.0,30.0,26.0,2.0,30.0
2337,10.0,30.0,26.0,2.0,29.0
2338,10.0,30.0,26.0,2.0,29.0
2339,10.0,30.0,26.0,2.0,30.0
2340,10.0,30.0,26.0,2.0,30.0
2341,10.0,30.0,26.0,2.0,29.0
2342,10.0,30.0,26.0,2.0,29.0
2343,10.0,30.0,26.0,2.0,30.0
2344,10.0,30.0,26.0,2.0,30.0
2345,10.0,30.0,26.0,2.0,29.0
2346,10.0,30.0,26.0,2.0,29.0
2347,10.0,30.0,26.0,2.0,29.0
2348,10.0,30.0,26.0,2.0,29.0
2349,10.0,30.0,26.0,2.0,28.0
2350,10.0,30.0,26.0,2.0,30.0
2351,10.0,30.0,26.0,2.0,30.0
2352,10.0,30.0,26.0,2.0,30.0
2353,10.0,30.0,26.0,2.0,30.0
2354,10.0,30.0,26.0,2.0,30.0
2355,10.0,30.0,26.0,2.0,29.0
2356,10.0,30.0,26.0,2.0,29.0
2357,10.0,30.0,26.0,2.0,30.0
2358,10.0,30.0,26.0,2.0,30.0
2359,10.0,30.0,26.0,2.0,29.0
2360,10.0,30.0,26.0,2.0,29.0
2361,10.0,30.0,26.0,2.0,30.0
2362,10.0,30.0,26.0,2.0,30.0
2363,10.0,30.0,26.0,2.0,30.0
2364,10.0,30.0,26.0,2.0,30.0
2365,10.0,30.0,26.0,2.0,30.0
2366,10.0,30.0,26.0,2.0,30.0
2367,10.0,30.0,26.0,2.0,30.0
2368,10.0,30.0,26.0,2.0,30.0
2369,10.0,30.0,26.0,2.0,29.0
2370,10.0,30.0,26.0,2.0,29.0
2371,10.0,30.0,26.0,2.0,29.0
2372,10.0,30.0,26.0,2.0,29.0
2373,10.0,30.0,26.0,2.0,29.0
2374,10.0,30.0,26.0,2.0,29.0
2375,10.0,30.0,26.0,2.0,30.0
2376,10.0,30.0,26.0,2.0,29.0
2377,10.0,30.0,26.0,2.0,30.0
2378,10.0,30.0,26.0,2.0,30.0
2379,10.0,30.0,26.0,2.0,30.0
2380,10.0,30.0,26.0,2.0,28.0
2381,10.0,30.0,26.0,2.0,29.0
2382,10.0,30.0,26.0,2.0,29.0
2383,10.0,30.0,26.0,2.0,28.0
2384,10.0,30.0,26.0,2.0,29.0
2385,10.0,30.0,26.0,2.0,28.0
2386,10.0,30.0,26.0,2.0,29.0
2387,10.0,30.0,26.0,2.0,30.0
2388,10.0,30.0,26.0,2.0,30.0
2389,10.0,30.0,26.0,2.0,29.0
2390,10.0,30.0,26.0,2.0,29.0
2391,10.0,30.0,26.0,2.0,29.0
2392,10.0,30.0,26.0,2.0,29.0
2393,10.0,30.0,26.0,2.0,30.0
2394,10.0,30.0,26.0,2.0,30.0
2395,10.0,30.0,26.0,2.0,29.0
2396,10.0,30.0,26.0,2.0,30.0
2397,10.0,30.0,26.0,2.0,30.0
2398,10.0,30.0,26.0,2.0,29.0
2399,10.0,30.0,26.0,2.0,29.0
2400,10.0,30.0,26.0,3.0,28.0
2401,10.0,30.0,26.0,3.0,28.0
2402,10.0,30.0,26.0,3.0,27.0
2403,10.0,30.0,26.0,3.0,29.0
2404,10.0,30.0,26.0,3.0,30.0
2405,10.0,30.0,26.0,3.0,28.0
2406,10.0,30.0,26.0,3.0,27.0
2407,10.0,30.0,26.0,3.0,29.0
2408,10.0,30.0,26.0,3.0,28.0
2409,10.0,30.0,26.0,3.0,27.0
2410,10.0,30.0,26.0,3.0,27.0
2411,10.0,30.0,26.0,3.0,28.0
2412,10.0,30.0,26.0,3.0,29.0
2413,10.0,30.0,26.0,3.0,27.0
2414,10.0,30.0,26.0,3.0,30.0
2415,10.0,30.0,26.0,3.0,29.0
2416,10.0,30.0,26.0,3.0,28.0
2417,10.0,30.0,26.0,3.0,27.0
2418,10.0,30.0,26.0,3.0,28.0
2419,10.0,30.0,26.0,3.0,29.0
2420,10.0,30.0,26.0,3.0,27.0
2421,10.0,30.0,26.0,3.0,28.0
2422,10.0,30.0,26.0,3.0,29.0
2423,10.0,30.0,26.0,3.0,29.0
2424,10.0,30.0,26.0,3.0,29.0
2425,10.0,30.0,26.0,3.0,28.0
2426,10.0,30.0,26.0,3.0,27.0
2427,10.0,30.0,26.0,3.0,28.0
2428,10.0,30.0,26.0,3.0,28.0
2429,10.0,30.0,26.0,3.0,28.0
2430,10.0,30.0,26.0,3.0,28.0
2431,10.0,30.0,26.0,3.0,28.0
2432,10.0,30.0,26.0,3.0,30.0
2433,10.0,30.0,26.0,3.0,29.0
2434,10.0,30.0,26.0,3.0,28.0
2435,10.0,30.0,26.0,3.0,28.0
2436,10.0,30.0,26.0,3.0,28.0
2437,10.0,30.0,26.0,3.0,28.0
2438,10.0,30.0,26.0,3.0,28.0
2439,10.0,30.0,26.0,3.0,28.0
2440,10.0,30.0,26.0,3.0,29.0
2441,10.0,30.0,26.0,3.0,28.0
2442,10.0,30.0,26.0,3.0,28.0
2443,10.0,30.0,26.0,3.0,28.0
2444,10.0,30.0,26.0,3.0,29.0
2445,10.0,30.0,26.0,3.0,30.0
2446,10.0,30.0,26.0,3.0,28.0
2447,10.0,30.0,26.0,3.0,27.0
2448,10.0,30.0,26.0,3.0,30.0
2449,10.0,30.0,26.0,3.0,27.0
2450,10.0,30.0,26.0,3.0,28.0
2451,10.0,30.0,26.0,3.0,28.0
2452,10.0,30.0,26.0,3.0,27.0
2453,10.0,30.0,26.0,3.0,28.0
2454,10.0,30.0,26.0,3.0,27.0
2455,10.0,30.0,26.0,3.0,27.0
2456,10.0,30.0,26.0,3.0,27.0
2457,10.0,30.0,26.0,3.0,29.0
2458,10.0,30.0,26.0,3.0,29.0
2459,10.0,30.0,26.0,3.0,28.0
2460,10.0,30.0,26.0,3.0,28.0
2461,10.0,30.0,26.0,3.0,29.0
2462,10.0,30.0,26.0,3.0,29.0
2463,10.0,30.0,26.0,3.0,28.0
2464,10.0,30.0,26.0,3.0,29.0
2465,10.0,30.0,26.0,3.0,29.0
2466,10.0,30.0,26.0,3.0,29.0
2467,10.0,30.0,26.0,3.0,28.0
2468,10.0,30.0,26.0,3.0,28.0
2469,10.0,30.0,26.0,3.0,27.0
2470,10.0,30.0,26.0,3.0,28.0
2471,10.0,30.0,26.0,3.0,28.0
2472,10.0,30.0,26.0,3.0,29.0
2473,10.0,30.0,26.0,3.0,29.0
2474,10.0,30.0,26.0,3.0,28.0
2475,10.0,30.0,26.0,3.0,28.0
2476,10.0,30.0,26.0,3.0,28.0
2477,10.0,30.0,26.0,3.0,28.0
2478,10.0,30.0,26.0,3.0,28.0
2479,10.0,30.0,26.0,3.0,27.0
2480,10.0,30.0,26.0,3.0,28.0
2481,10.0,30.0,26.0,3.0,28.0
2482,10.0,30.0,26.0,3.0,27.0
2483,10.0,30.0,26.0,3.0,29.0
2484,10.0,30.0,26.0,3.0,28.0
2485,10.0,30.0,26.0,3.0,29.0
2486,10.0,30.0,26.0,3.0,29.0
2487,10.0,30.0,26.0,3.0,28.0
2488,10.0,30.0,26.0,3.0,28.0
2489,10.0,30.0,26.0,3.0,28.0
2490,10.0,30.0,26.0,3.0,28.0
2491,10.0,30.0,26.0,3.0,27.0
2492,10.0,30.0,26.0,3.0,29.0
2493,10.0,30.0,26.0,3.0,27.0
2494,10.0,30.0,26.0,3.0,29.0
2495,10.0,30.0,26.0,3.0,28.0
2496,10.0,30.0,26.0,3.0,29.0
2497,10.0,30.0,26.0,3.0,28.0
2498,10.0,30.0,26.0,3.0,28.0
2499,10.0,30.0,26.0,3.0,28.0
2500,10.0,30.0,26.0,3.0,29.0
2501,10.0,30.0,26.0,3.0,28.0
2502,10.0,30.0,26.0,3.0,27.0
2503,10.0,30.0,26.0,3.0,27.0
2504,10.0,30.0,26.0,3.0,29.0
2505,10.0,30.0,26.0,3.0,29.0
2506,10.0,30.0,26.0,3.0,28.0
2507,10.0,30.0,26.0,3.0,30.0
2508,10.0,30.0,26.0,3.0,29.0
2509,10.0,30.0,26.0,3.0,28.0
2510,10.0,30.0,26.0,3.0,28.0
