,n,m,c,tipoFrec,maxDist
3936,15.0,20.0,26.0,2.0,20.0
3937,15.0,20.0,26.0,2.0,20.0
3938,15.0,20.0,26.0,2.0,20.0
3939,15.0,20.0,26.0,2.0,20.0
3940,15.0,20.0,26.0,2.0,20.0
3941,15.0,20.0,26.0,2.0,20.0
3942,15.0,20.0,26.0,2.0,20.0
3943,15.0,20.0,26.0,2.0,20.0
3944,15.0,20.0,26.0,2.0,20.0
3945,15.0,20.0,26.0,2.0,20.0
3946,15.0,20.0,26.0,2.0,20.0
3947,15.0,20.0,26.0,2.0,20.0
3948,15.0,20.0,26.0,2.0,20.0
3949,15.0,20.0,26.0,2.0,20.0
3950,15.0,20.0,26.0,2.0,20.0
3951,15.0,20.0,26.0,2.0,20.0
3952,15.0,20.0,26.0,2.0,20.0
3953,15.0,20.0,26.0,2.0,20.0
3954,15.0,20.0,26.0,2.0,20.0
3955,15.0,20.0,26.0,2.0,20.0
3956,15.0,20.0,26.0,2.0,20.0
3957,15.0,20.0,26.0,2.0,20.0
3958,15.0,20.0,26.0,2.0,20.0
3959,15.0,20.0,26.0,2.0,20.0
3960,15.0,20.0,26.0,2.0,20.0
3961,15.0,20.0,26.0,2.0,20.0
3962,15.0,20.0,26.0,2.0,20.0
3963,15.0,20.0,26.0,2.0,20.0
3964,15.0,20.0,26.0,2.0,20.0
3965,15.0,20.0,26.0,2.0,20.0
3966,15.0,20.0,26.0,2.0,20.0
3967,15.0,20.0,26.0,2.0,20.0
3968,15.0,20.0,26.0,2.0,20.0
3969,15.0,20.0,26.0,2.0,20.0
3970,15.0,20.0,26.0,2.0,20.0
3971,15.0,20.0,26.0,2.0,20.0
3972,15.0,20.0,26.0,2.0,20.0
3973,15.0,20.0,26.0,2.0,20.0
3974,15.0,20.0,26.0,2.0,20.0
3975,15.0,20.0,26.0,2.0,20.0
3976,15.0,20.0,26.0,2.0,20.0
3977,15.0,20.0,26.0,2.0,20.0
3978,15.0,20.0,26.0,2.0,20.0
3979,15.0,20.0,26.0,2.0,20.0
3980,15.0,20.0,26.0,2.0,20.0
3981,15.0,20.0,26.0,2.0,20.0
3982,15.0,20.0,26.0,2.0,20.0
3983,15.0,20.0,26.0,2.0,20.0
3984,15.0,20.0,26.0,2.0,20.0
3985,15.0,20.0,26.0,2.0,20.0
3986,15.0,20.0,26.0,2.0,20.0
3987,15.0,20.0,26.0,2.0,20.0
3988,15.0,20.0,26.0,2.0,20.0
3989,15.0,20.0,26.0,2.0,20.0
3990,15.0,20.0,26.0,2.0,20.0
3991,15.0,20.0,26.0,2.0,20.0
3992,15.0,20.0,26.0,2.0,20.0
3993,15.0,20.0,26.0,2.0,20.0
3994,15.0,20.0,26.0,2.0,20.0
3995,15.0,20.0,26.0,2.0,20.0
3996,15.0,20.0,26.0,2.0,20.0
3997,15.0,20.0,26.0,2.0,20.0
3998,15.0,20.0,26.0,2.0,20.0
3999,15.0,20.0,26.0,2.0,20.0
4000,15.0,20.0,26.0,2.0,20.0
4001,15.0,20.0,26.0,2.0,20.0
4002,15.0,20.0,26.0,2.0,20.0
4003,15.0,20.0,26.0,2.0,20.0
4004,15.0,20.0,26.0,2.0,20.0
4005,15.0,20.0,26.0,2.0,20.0
4006,15.0,20.0,26.0,2.0,20.0
4007,15.0,20.0,26.0,2.0,20.0
4008,15.0,20.0,26.0,2.0,20.0
4009,15.0,20.0,26.0,2.0,20.0
4010,15.0,20.0,26.0,2.0,20.0
4011,15.0,20.0,26.0,2.0,20.0
4012,15.0,20.0,26.0,2.0,20.0
4013,15.0,20.0,26.0,2.0,20.0
4014,15.0,20.0,26.0,2.0,20.0
4015,15.0,20.0,26.0,2.0,20.0
4016,15.0,20.0,26.0,2.0,20.0
4017,15.0,20.0,26.0,2.0,20.0
4018,15.0,20.0,26.0,2.0,20.0
4019,15.0,20.0,26.0,2.0,20.0
4020,15.0,20.0,26.0,2.0,20.0
4021,15.0,20.0,26.0,2.0,20.0
4022,15.0,20.0,26.0,2.0,20.0
4023,15.0,20.0,26.0,2.0,20.0
4024,15.0,20.0,26.0,2.0,20.0
4025,15.0,20.0,26.0,2.0,20.0
4026,15.0,20.0,26.0,2.0,20.0
4027,15.0,20.0,26.0,2.0,20.0
4028,15.0,20.0,26.0,2.0,20.0
4029,15.0,20.0,26.0,2.0,20.0
4030,15.0,20.0,26.0,2.0,20.0
4031,15.0,20.0,26.0,2.0,20.0
4032,15.0,20.0,26.0,2.0,20.0
4033,15.0,20.0,26.0,2.0,20.0
4034,15.0,20.0,26.0,2.0,20.0
4035,15.0,20.0,26.0,2.0,20.0
4036,15.0,20.0,26.0,2.0,20.0
4037,15.0,20.0,26.0,2.0,20.0
4038,15.0,20.0,26.0,2.0,20.0
4039,15.0,20.0,26.0,2.0,20.0
4040,15.0,20.0,26.0,2.0,20.0
4041,15.0,20.0,26.0,2.0,20.0
4042,15.0,20.0,26.0,2.0,20.0
4043,15.0,20.0,26.0,2.0,20.0
4044,15.0,20.0,26.0,2.0,20.0
4045,15.0,20.0,26.0,2.0,20.0
4046,15.0,20.0,26.0,2.0,20.0
4047,15.0,20.0,26.0,2.0,20.0
4048,15.0,20.0,26.0,2.0,20.0
4049,15.0,20.0,26.0,2.0,20.0
4050,15.0,20.0,26.0,2.0,20.0
4051,15.0,20.0,26.0,2.0,20.0
4052,15.0,20.0,26.0,2.0,20.0
4053,15.0,20.0,26.0,2.0,20.0
4054,15.0,20.0,26.0,2.0,20.0
4055,15.0,20.0,26.0,2.0,20.0
4056,15.0,20.0,26.0,2.0,20.0
4057,15.0,20.0,26.0,2.0,20.0
4058,15.0,20.0,26.0,2.0,20.0
4059,15.0,20.0,26.0,2.0,20.0
4060,15.0,20.0,26.0,2.0,20.0
4061,15.0,20.0,26.0,2.0,20.0
4062,15.0,20.0,26.0,2.0,20.0
4063,15.0,20.0,26.0,2.0,20.0
4064,15.0,20.0,26.0,2.0,20.0
4065,15.0,20.0,26.0,2.0,20.0
4066,15.0,20.0,26.0,2.0,20.0
4067,15.0,20.0,26.0,2.0,20.0
4068,15.0,20.0,26.0,2.0,20.0
4069,15.0,20.0,26.0,2.0,20.0
4070,15.0,20.0,26.0,2.0,20.0
4071,15.0,20.0,26.0,2.0,20.0
4072,15.0,20.0,26.0,2.0,20.0
4073,15.0,20.0,26.0,2.0,20.0
4074,15.0,20.0,26.0,2.0,20.0
4075,15.0,20.0,26.0,2.0,20.0
4076,15.0,20.0,26.0,2.0,20.0
4077,15.0,20.0,26.0,2.0,20.0
4078,15.0,20.0,26.0,2.0,20.0
4079,15.0,20.0,26.0,2.0,20.0
4080,15.0,20.0,26.0,2.0,20.0
4081,15.0,20.0,26.0,2.0,20.0
4082,15.0,20.0,26.0,2.0,20.0
4083,15.0,20.0,26.0,2.0,20.0
4084,15.0,20.0,26.0,2.0,20.0
4085,15.0,20.0,26.0,2.0,20.0
4086,15.0,20.0,26.0,2.0,20.0
4087,15.0,20.0,26.0,2.0,20.0
4088,15.0,20.0,26.0,2.0,20.0
4089,15.0,20.0,26.0,2.0,20.0
4090,15.0,20.0,26.0,2.0,20.0
4091,15.0,20.0,26.0,2.0,20.0
4092,15.0,20.0,26.0,2.0,20.0
4093,15.0,20.0,26.0,2.0,20.0
4094,15.0,20.0,26.0,2.0,20.0
4095,15.0,20.0,26.0,2.0,20.0
4096,15.0,20.0,26.0,2.0,20.0
4097,15.0,20.0,26.0,2.0,20.0
4098,15.0,20.0,26.0,2.0,20.0
4099,15.0,20.0,26.0,2.0,20.0
4100,15.0,20.0,26.0,2.0,20.0
4101,15.0,20.0,26.0,2.0,20.0
4102,15.0,20.0,26.0,2.0,20.0
4103,15.0,20.0,26.0,2.0,20.0
4104,15.0,20.0,26.0,2.0,20.0
4105,15.0,20.0,26.0,2.0,20.0
4106,15.0,20.0,26.0,2.0,20.0
4107,15.0,20.0,26.0,2.0,20.0
4108,15.0,20.0,26.0,2.0,20.0
4109,15.0,20.0,26.0,2.0,20.0
4110,15.0,20.0,26.0,2.0,20.0
4111,15.0,20.0,26.0,2.0,20.0
4112,15.0,20.0,26.0,2.0,20.0
4113,15.0,20.0,26.0,2.0,20.0
4114,15.0,20.0,26.0,2.0,20.0
4115,15.0,20.0,26.0,2.0,20.0
4116,15.0,20.0,26.0,2.0,20.0
4117,15.0,20.0,26.0,2.0,20.0
4118,15.0,20.0,26.0,2.0,20.0
4119,15.0,20.0,26.0,2.0,20.0
4120,15.0,20.0,26.0,2.0,20.0
4121,15.0,20.0,26.0,2.0,20.0
4122,15.0,20.0,26.0,2.0,20.0
4123,15.0,20.0,26.0,2.0,20.0
4124,15.0,20.0,26.0,2.0,20.0
4125,15.0,20.0,26.0,2.0,20.0
4126,15.0,20.0,26.0,2.0,20.0
4127,15.0,20.0,26.0,2.0,20.0
4128,15.0,20.0,26.0,2.0,20.0
4129,15.0,20.0,26.0,2.0,20.0
4130,15.0,20.0,26.0,2.0,20.0
4131,15.0,20.0,26.0,2.0,20.0
4132,15.0,20.0,26.0,2.0,20.0
4133,15.0,20.0,26.0,2.0,20.0
4134,15.0,20.0,26.0,2.0,20.0
4135,15.0,20.0,26.0,2.0,20.0
4136,15.0,20.0,26.0,2.0,20.0
4137,15.0,20.0,26.0,2.0,20.0
4138,15.0,20.0,26.0,2.0,20.0
4139,15.0,20.0,26.0,2.0,20.0
4140,15.0,20.0,26.0,2.0,20.0
4141,15.0,20.0,26.0,2.0,20.0
4142,15.0,20.0,26.0,2.0,20.0
4143,15.0,20.0,26.0,2.0,20.0
4144,15.0,20.0,26.0,2.0,20.0
4145,15.0,20.0,26.0,2.0,20.0
4146,15.0,20.0,26.0,2.0,20.0
4147,15.0,20.0,26.0,2.0,20.0
4148,15.0,20.0,26.0,2.0,20.0
4149,15.0,20.0,26.0,2.0,20.0
4150,15.0,20.0,26.0,2.0,20.0
4151,15.0,20.0,26.0,2.0,20.0
4152,15.0,20.0,26.0,2.0,20.0
4153,15.0,20.0,26.0,2.0,20.0
4154,15.0,20.0,26.0,2.0,20.0
4155,15.0,20.0,26.0,2.0,20.0
4156,15.0,20.0,26.0,2.0,20.0
4157,15.0,20.0,26.0,2.0,20.0
4158,15.0,20.0,26.0,2.0,20.0
4159,15.0,20.0,26.0,2.0,20.0
4160,15.0,20.0,26.0,2.0,20.0
4161,15.0,20.0,26.0,2.0,20.0
4162,15.0,20.0,26.0,2.0,20.0
4163,15.0,20.0,26.0,2.0,20.0
4164,15.0,20.0,26.0,2.0,20.0
4165,15.0,20.0,26.0,2.0,20.0
4166,15.0,20.0,26.0,2.0,20.0
4167,15.0,20.0,26.0,2.0,20.0
4168,15.0,20.0,26.0,2.0,20.0
4169,15.0,20.0,26.0,2.0,20.0
4170,15.0,20.0,26.0,2.0,20.0
4171,15.0,20.0,26.0,2.0,20.0
4172,15.0,20.0,26.0,2.0,20.0
4173,15.0,20.0,26.0,2.0,20.0
4174,15.0,20.0,26.0,2.0,20.0
4175,15.0,20.0,26.0,2.0,20.0
4176,15.0,20.0,26.0,2.0,20.0
4177,15.0,20.0,26.0,2.0,20.0
4178,15.0,20.0,26.0,2.0,20.0
4179,15.0,20.0,26.0,2.0,20.0
4180,15.0,20.0,26.0,2.0,20.0
4181,15.0,20.0,26.0,2.0,20.0
4182,15.0,20.0,26.0,2.0,20.0
4183,15.0,20.0,26.0,2.0,20.0
4184,15.0,20.0,26.0,2.0,20.0
4185,15.0,20.0,26.0,2.0,20.0
4186,15.0,20.0,26.0,2.0,20.0
4187,15.0,20.0,26.0,2.0,20.0
4188,15.0,20.0,26.0,2.0,20.0
4189,15.0,20.0,26.0,2.0,20.0
4190,15.0,20.0,26.0,2.0,20.0
4191,15.0,20.0,26.0,2.0,20.0
4192,15.0,20.0,26.0,2.0,20.0
4193,15.0,20.0,26.0,2.0,20.0
4194,15.0,20.0,26.0,2.0,20.0
4195,15.0,20.0,26.0,2.0,20.0
4196,15.0,20.0,26.0,2.0,20.0
4197,15.0,20.0,26.0,2.0,20.0
4198,15.0,20.0,26.0,2.0,20.0
4199,15.0,20.0,26.0,2.0,20.0
4200,15.0,20.0,26.0,3.0,20.0
4201,15.0,20.0,26.0,3.0,20.0
4202,15.0,20.0,26.0,3.0,19.0
4203,15.0,20.0,26.0,3.0,20.0
4204,15.0,20.0,26.0,3.0,20.0
4205,15.0,20.0,26.0,3.0,20.0
4206,15.0,20.0,26.0,3.0,19.0
4207,15.0,20.0,26.0,3.0,20.0
4208,15.0,20.0,26.0,3.0,20.0
4209,15.0,20.0,26.0,3.0,20.0
4210,15.0,20.0,26.0,3.0,19.0
4211,15.0,20.0,26.0,3.0,20.0
4212,15.0,20.0,26.0,3.0,20.0
4213,15.0,20.0,26.0,3.0,20.0
4214,15.0,20.0,26.0,3.0,20.0
4215,15.0,20.0,26.0,3.0,19.0
4216,15.0,20.0,26.0,3.0,20.0
4217,15.0,20.0,26.0,3.0,20.0
4218,15.0,20.0,26.0,3.0,20.0
4219,15.0,20.0,26.0,3.0,20.0
4220,15.0,20.0,26.0,3.0,20.0
4221,15.0,20.0,26.0,3.0,20.0
4222,15.0,20.0,26.0,3.0,20.0
4223,15.0,20.0,26.0,3.0,19.0
4224,15.0,20.0,26.0,3.0,20.0
4225,15.0,20.0,26.0,3.0,20.0
4226,15.0,20.0,26.0,3.0,19.0
4227,15.0,20.0,26.0,3.0,19.0
4228,15.0,20.0,26.0,3.0,19.0
4229,15.0,20.0,26.0,3.0,19.0
4230,15.0,20.0,26.0,3.0,20.0
4231,15.0,20.0,26.0,3.0,19.0
4232,15.0,20.0,26.0,3.0,20.0
4233,15.0,20.0,26.0,3.0,20.0
4234,15.0,20.0,26.0,3.0,20.0
4235,15.0,20.0,26.0,3.0,20.0
4236,15.0,20.0,26.0,3.0,20.0
4237,15.0,20.0,26.0,3.0,19.0
4238,15.0,20.0,26.0,3.0,20.0
4239,15.0,20.0,26.0,3.0,20.0
4240,15.0,20.0,26.0,3.0,20.0
4241,15.0,20.0,26.0,3.0,20.0
4242,15.0,20.0,26.0,3.0,20.0
4243,15.0,20.0,26.0,3.0,20.0
4244,15.0,20.0,26.0,3.0,20.0
4245,15.0,20.0,26.0,3.0,20.0
4246,15.0,20.0,26.0,3.0,20.0
4247,15.0,20.0,26.0,3.0,19.0
4248,15.0,20.0,26.0,3.0,20.0
4249,15.0,20.0,26.0,3.0,20.0
4250,15.0,20.0,26.0,3.0,20.0
4251,15.0,20.0,26.0,3.0,20.0
4252,15.0,20.0,26.0,3.0,20.0
4253,15.0,20.0,26.0,3.0,19.0
4254,15.0,20.0,26.0,3.0,20.0
4255,15.0,20.0,26.0,3.0,20.0
4256,15.0,20.0,26.0,3.0,20.0
4257,15.0,20.0,26.0,3.0,20.0
4258,15.0,20.0,26.0,3.0,19.0
4259,15.0,20.0,26.0,3.0,19.0
4260,15.0,20.0,26.0,3.0,19.0
4261,15.0,20.0,26.0,3.0,20.0
4262,15.0,20.0,26.0,3.0,19.0
4263,15.0,20.0,26.0,3.0,20.0
4264,15.0,20.0,26.0,3.0,19.0
4265,15.0,20.0,26.0,3.0,20.0
4266,15.0,20.0,26.0,3.0,20.0
4267,15.0,20.0,26.0,3.0,20.0
4268,15.0,20.0,26.0,3.0,19.0
4269,15.0,20.0,26.0,3.0,20.0
4270,15.0,20.0,26.0,3.0,20.0
4271,15.0,20.0,26.0,3.0,20.0
4272,15.0,20.0,26.0,3.0,20.0
4273,15.0,20.0,26.0,3.0,20.0
4274,15.0,20.0,26.0,3.0,20.0
4275,15.0,20.0,26.0,3.0,19.0
4276,15.0,20.0,26.0,3.0,20.0
4277,15.0,20.0,26.0,3.0,19.0
4278,15.0,20.0,26.0,3.0,20.0
4279,15.0,20.0,26.0,3.0,20.0
4280,15.0,20.0,26.0,3.0,20.0
4281,15.0,20.0,26.0,3.0,20.0
4282,15.0,20.0,26.0,3.0,19.0
4283,15.0,20.0,26.0,3.0,20.0
4284,15.0,20.0,26.0,3.0,20.0
4285,15.0,20.0,26.0,3.0,20.0
4286,15.0,20.0,26.0,3.0,20.0
4287,15.0,20.0,26.0,3.0,20.0
4288,15.0,20.0,26.0,3.0,20.0
4289,15.0,20.0,26.0,3.0,20.0
4290,15.0,20.0,26.0,3.0,20.0
4291,15.0,20.0,26.0,3.0,19.0
4292,15.0,20.0,26.0,3.0,20.0
4293,15.0,20.0,26.0,3.0,20.0
4294,15.0,20.0,26.0,3.0,20.0
4295,15.0,20.0,26.0,3.0,19.0
4296,15.0,20.0,26.0,3.0,20.0
4297,15.0,20.0,26.0,3.0,20.0
4298,15.0,20.0,26.0,3.0,19.0
4299,15.0,20.0,26.0,3.0,20.0
4300,15.0,20.0,26.0,3.0,20.0
4301,15.0,20.0,26.0,3.0,20.0
4302,15.0,20.0,26.0,3.0,20.0
4303,15.0,20.0,26.0,3.0,20.0
4304,15.0,20.0,26.0,3.0,20.0
4305,15.0,20.0,26.0,3.0,20.0
4306,15.0,20.0,26.0,3.0,20.0
4307,15.0,20.0,26.0,3.0,20.0
4308,15.0,20.0,26.0,3.0,19.0
4309,15.0,20.0,26.0,3.0,20.0
4310,15.0,20.0,26.0,3.0,19.0
4311,15.0,20.0,26.0,3.0,19.0
4312,15.0,20.0,26.0,3.0,20.0
4313,15.0,20.0,26.0,3.0,19.0
4314,15.0,20.0,26.0,3.0,20.0
4315,15.0,20.0,26.0,3.0,20.0
4316,15.0,20.0,26.0,3.0,20.0
4317,15.0,20.0,26.0,3.0,20.0
4318,15.0,20.0,26.0,3.0,19.0
4319,15.0,20.0,26.0,3.0,19.0
4320,15.0,20.0,26.0,3.0,19.0
4321,15.0,20.0,26.0,3.0,20.0
4322,15.0,20.0,26.0,3.0,20.0
4323,15.0,20.0,26.0,3.0,20.0
4324,15.0,20.0,26.0,3.0,19.0
4325,15.0,20.0,26.0,3.0,20.0
4326,15.0,20.0,26.0,3.0,20.0
4327,15.0,20.0,26.0,3.0,20.0
4328,15.0,20.0,26.0,3.0,20.0
4329,15.0,20.0,26.0,3.0,20.0
4330,15.0,20.0,26.0,3.0,19.0
4331,15.0,20.0,26.0,3.0,20.0
4332,15.0,20.0,26.0,3.0,20.0
4333,15.0,20.0,26.0,3.0,20.0
4334,15.0,20.0,26.0,3.0,20.0
4335,15.0,20.0,26.0,3.0,20.0
4336,15.0,20.0,26.0,3.0,20.0
4337,15.0,20.0,26.0,3.0,19.0
4338,15.0,20.0,26.0,3.0,20.0
4339,15.0,20.0,26.0,3.0,20.0
4340,15.0,20.0,26.0,3.0,20.0
4341,15.0,20.0,26.0,3.0,20.0
4342,15.0,20.0,26.0,3.0,20.0
4343,15.0,20.0,26.0,3.0,20.0
4344,15.0,20.0,26.0,3.0,20.0
4345,15.0,20.0,26.0,3.0,20.0
4346,15.0,20.0,26.0,3.0,20.0
4347,15.0,20.0,26.0,3.0,19.0
4348,15.0,20.0,26.0,3.0,19.0
4349,15.0,20.0,26.0,3.0,20.0
4350,15.0,20.0,26.0,3.0,20.0
4351,15.0,20.0,26.0,3.0,20.0
4352,15.0,20.0,26.0,3.0,20.0
4353,15.0,20.0,26.0,3.0,20.0
4354,15.0,20.0,26.0,3.0,20.0
4355,15.0,20.0,26.0,3.0,19.0
4356,15.0,20.0,26.0,3.0,20.0
4357,15.0,20.0,26.0,3.0,20.0
4358,15.0,20.0,26.0,3.0,20.0
4359,15.0,20.0,26.0,3.0,20.0
4360,15.0,20.0,26.0,3.0,20.0
4361,15.0,20.0,26.0,3.0,20.0
4362,15.0,20.0,26.0,3.0,19.0
4363,15.0,20.0,26.0,3.0,19.0
4364,15.0,20.0,26.0,3.0,20.0
4365,15.0,20.0,26.0,3.0,19.0
4366,15.0,20.0,26.0,3.0,20.0
4367,15.0,20.0,26.0,3.0,20.0
4368,15.0,20.0,26.0,3.0,20.0
4369,15.0,20.0,26.0,3.0,20.0
4370,15.0,20.0,26.0,3.0,20.0
4371,15.0,20.0,26.0,3.0,19.0
4372,15.0,20.0,26.0,3.0,20.0
4373,15.0,20.0,26.0,3.0,20.0
4374,15.0,20.0,26.0,3.0,20.0
4375,15.0,20.0,26.0,3.0,20.0
4376,15.0,20.0,26.0,3.0,20.0
4377,15.0,20.0,26.0,3.0,20.0
4378,15.0,20.0,26.0,3.0,20.0
4379,15.0,20.0,26.0,3.0,20.0
4380,15.0,20.0,26.0,3.0,20.0
4381,15.0,20.0,26.0,3.0,20.0
4382,15.0,20.0,26.0,3.0,20.0
4383,15.0,20.0,26.0,3.0,20.0
4384,15.0,20.0,26.0,3.0,20.0
4385,15.0,20.0,26.0,3.0,20.0
4386,15.0,20.0,26.0,3.0,20.0
4387,15.0,20.0,26.0,3.0,20.0
4388,15.0,20.0,26.0,3.0,20.0
4389,15.0,20.0,26.0,3.0,19.0
4390,15.0,20.0,26.0,3.0,19.0
4391,15.0,20.0,26.0,3.0,20.0
4392,15.0,20.0,26.0,3.0,20.0
4393,15.0,20.0,26.0,3.0,20.0
4394,15.0,20.0,26.0,3.0,19.0
4395,15.0,20.0,26.0,3.0,20.0
4396,15.0,20.0,26.0,3.0,20.0
4397,15.0,20.0,26.0,3.0,20.0
4398,15.0,20.0,26.0,3.0,20.0
4399,15.0,20.0,26.0,3.0,19.0
4400,15.0,20.0,26.0,3.0,20.0
4401,15.0,20.0,26.0,3.0,20.0
4402,15.0,20.0,26.0,3.0,20.0
4403,15.0,20.0,26.0,3.0,20.0
4404,15.0,20.0,26.0,3.0,20.0
4405,15.0,20.0,26.0,3.0,20.0
4406,15.0,20.0,26.0,3.0,20.0
4407,15.0,20.0,26.0,3.0,20.0
4408,15.0,20.0,26.0,3.0,20.0
4409,15.0,20.0,26.0,3.0,20.0
4410,15.0,20.0,26.0,3.0,20.0
4411,15.0,20.0,26.0,3.0,20.0
4412,15.0,20.0,26.0,3.0,20.0
4413,15.0,20.0,26.0,3.0,19.0
4414,15.0,20.0,26.0,3.0,20.0
4415,15.0,20.0,26.0,3.0,20.0
4416,15.0,20.0,26.0,3.0,20.0
4417,15.0,20.0,26.0,3.0,20.0
4418,15.0,20.0,26.0,3.0,19.0
4419,15.0,20.0,26.0,3.0,20.0
4420,15.0,20.0,26.0,3.0,20.0
4421,15.0,20.0,26.0,3.0,19.0
4422,15.0,20.0,26.0,3.0,19.0
4423,15.0,20.0,26.0,3.0,19.0
4424,15.0,20.0,26.0,3.0,20.0
4425,15.0,20.0,26.0,3.0,20.0
4426,15.0,20.0,26.0,3.0,20.0
4427,15.0,20.0,26.0,3.0,20.0
4428,15.0,20.0,26.0,3.0,20.0
4429,15.0,20.0,26.0,3.0,20.0
4430,15.0,20.0,26.0,3.0,20.0
4431,15.0,20.0,26.0,3.0,20.0
4432,15.0,20.0,26.0,3.0,20.0
4433,15.0,20.0,26.0,3.0,20.0
4434,15.0,20.0,26.0,3.0,20.0
4435,15.0,20.0,26.0,3.0,19.0
4436,15.0,20.0,26.0,3.0,20.0
4437,15.0,20.0,26.0,3.0,19.0
4438,15.0,20.0,26.0,3.0,20.0
4439,15.0,20.0,26.0,3.0,19.0
4440,15.0,20.0,26.0,3.0,20.0
4441,15.0,20.0,26.0,3.0,20.0
4442,15.0,20.0,26.0,3.0,20.0
4443,15.0,20.0,26.0,3.0,20.0
4444,15.0,20.0,26.0,3.0,20.0
4445,15.0,20.0,26.0,3.0,20.0
4446,15.0,20.0,26.0,3.0,20.0
4447,15.0,20.0,26.0,3.0,20.0
4448,15.0,20.0,26.0,3.0,20.0
4449,15.0,20.0,26.0,3.0,20.0
4450,15.0,20.0,26.0,3.0,20.0
4451,15.0,20.0,26.0,3.0,19.0
4452,15.0,20.0,26.0,3.0,20.0
4453,15.0,20.0,26.0,3.0,20.0
4454,15.0,20.0,26.0,3.0,20.0
4455,15.0,20.0,26.0,3.0,20.0
4456,15.0,20.0,26.0,3.0,20.0
4457,15.0,20.0,26.0,3.0,20.0
4458,15.0,20.0,26.0,3.0,20.0
4459,15.0,20.0,26.0,3.0,20.0
4460,15.0,20.0,26.0,3.0,20.0
4461,15.0,20.0,26.0,3.0,20.0
4462,15.0,20.0,26.0,3.0,20.0
4463,15.0,20.0,26.0,3.0,20.0
4464,15.0,20.0,26.0,3.0,20.0
4465,15.0,20.0,26.0,3.0,20.0
4466,15.0,20.0,26.0,3.0,20.0
4467,15.0,20.0,26.0,3.0,20.0
4468,15.0,20.0,26.0,3.0,20.0
4469,15.0,20.0,26.0,3.0,20.0
4470,15.0,20.0,26.0,3.0,20.0
4471,15.0,20.0,26.0,3.0,19.0
4472,15.0,20.0,26.0,3.0,20.0
4473,15.0,20.0,26.0,3.0,20.0
4474,15.0,20.0,26.0,3.0,20.0
4475,15.0,20.0,26.0,3.0,20.0
4476,15.0,20.0,26.0,3.0,20.0
4477,15.0,20.0,26.0,3.0,20.0
4478,15.0,20.0,26.0,3.0,20.0
4479,15.0,20.0,26.0,3.0,20.0
4480,15.0,20.0,26.0,3.0,19.0
4481,15.0,20.0,26.0,3.0,19.0
4482,15.0,20.0,26.0,3.0,20.0
4483,15.0,20.0,26.0,3.0,20.0
4484,15.0,20.0,26.0,3.0,20.0
4485,15.0,20.0,26.0,3.0,20.0
4486,15.0,20.0,26.0,3.0,20.0
4487,15.0,20.0,26.0,3.0,20.0
4488,15.0,20.0,26.0,3.0,20.0
4489,15.0,20.0,26.0,3.0,20.0
4490,15.0,20.0,26.0,3.0,20.0
4491,15.0,20.0,26.0,3.0,20.0
4492,15.0,20.0,26.0,3.0,20.0
4493,15.0,20.0,26.0,3.0,20.0
4494,15.0,20.0,26.0,3.0,20.0
4495,15.0,20.0,26.0,3.0,20.0
4496,15.0,20.0,26.0,3.0,20.0
4497,15.0,20.0,26.0,3.0,20.0
4498,15.0,20.0,26.0,3.0,20.0
4499,15.0,20.0,26.0,3.0,20.0
4500,15.0,30.0,26.0,1.0,29.0
4501,15.0,30.0,26.0,1.0,28.0
4502,15.0,30.0,26.0,1.0,30.0
4503,15.0,30.0,26.0,1.0,30.0
4504,15.0,30.0,26.0,1.0,28.0
4505,15.0,30.0,26.0,1.0,28.0
4506,15.0,30.0,26.0,1.0,28.0
4507,15.0,30.0,26.0,1.0,28.0
4508,15.0,30.0,26.0,1.0,29.0
4509,15.0,30.0,26.0,1.0,29.0
4510,15.0,30.0,26.0,1.0,30.0
4511,15.0,30.0,26.0,1.0,29.0
4512,15.0,30.0,26.0,1.0,29.0
4513,15.0,30.0,26.0,1.0,29.0
4514,15.0,30.0,26.0,1.0,30.0
4515,15.0,30.0,26.0,1.0,28.0
4516,15.0,30.0,26.0,1.0,29.0
4517,15.0,30.0,26.0,1.0,29.0
4518,15.0,30.0,26.0,1.0,29.0
4519,15.0,30.0,26.0,1.0,29.0
4520,15.0,30.0,26.0,1.0,29.0
4521,15.0,30.0,26.0,1.0,30.0
4522,15.0,30.0,26.0,1.0,28.0
4523,15.0,30.0,26.0,1.0,28.0
4524,15.0,30.0,26.0,1.0,29.0
4525,15.0,30.0,26.0,1.0,29.0
4526,15.0,30.0,26.0,1.0,29.0
4527,15.0,30.0,26.0,1.0,28.0
4528,15.0,30.0,26.0,1.0,28.0
4529,15.0,30.0,26.0,1.0,30.0
4530,15.0,30.0,26.0,1.0,29.0
4531,15.0,30.0,26.0,1.0,29.0
4532,15.0,30.0,26.0,1.0,28.0
4533,15.0,30.0,26.0,1.0,29.0
4534,15.0,30.0,26.0,1.0,29.0
4535,15.0,30.0,26.0,1.0,30.0
4536,15.0,30.0,26.0,1.0,28.0
4537,15.0,30.0,26.0,1.0,29.0
4538,15.0,30.0,26.0,1.0,28.0
4539,15.0,30.0,26.0,1.0,28.0
4540,15.0,30.0,26.0,1.0,29.0
4541,15.0,30.0,26.0,1.0,28.0
4542,15.0,30.0,26.0,1.0,29.0
