,n,m,c,tipoFrec,maxDist,maxDist%
486,10.0,500.0,4.0,3.0,371.0,25.799999999999997
487,10.0,500.0,4.0,3.0,392.0,21.599999999999994
488,10.0,500.0,4.0,3.0,371.0,25.799999999999997
489,10.0,500.0,4.0,3.0,381.0,23.799999999999997
490,10.0,500.0,4.0,3.0,372.0,25.599999999999994
491,10.0,500.0,4.0,3.0,382.0,23.599999999999994
492,10.0,500.0,4.0,3.0,365.0,27.0
493,10.0,500.0,4.0,3.0,374.0,25.200000000000003
494,10.0,500.0,4.0,3.0,380.0,24.0
495,10.0,500.0,4.0,3.0,374.0,25.200000000000003
496,10.0,500.0,4.0,3.0,373.0,25.400000000000006
497,10.0,500.0,4.0,3.0,374.0,25.200000000000003
498,10.0,500.0,4.0,3.0,373.0,25.400000000000006
499,10.0,500.0,4.0,3.0,374.0,25.200000000000003
500,10.0,500.0,4.0,3.0,369.0,26.200000000000003
501,10.0,500.0,4.0,3.0,379.0,24.200000000000003
502,10.0,500.0,4.0,3.0,375.0,25.0
503,10.0,500.0,4.0,3.0,372.0,25.599999999999994
504,10.0,500.0,4.0,3.0,371.0,25.799999999999997
505,10.0,500.0,4.0,3.0,378.0,24.400000000000006
506,10.0,500.0,4.0,3.0,366.0,26.799999999999997
507,10.0,500.0,4.0,3.0,372.0,25.599999999999994
508,10.0,500.0,4.0,3.0,374.0,25.200000000000003
509,10.0,500.0,4.0,3.0,369.0,26.200000000000003
510,10.0,500.0,4.0,3.0,370.0,26.0
511,10.0,500.0,4.0,3.0,367.0,26.599999999999994
512,10.0,500.0,4.0,3.0,378.0,24.400000000000006
513,10.0,500.0,4.0,3.0,370.0,26.0
514,10.0,500.0,4.0,3.0,369.0,26.200000000000003
515,10.0,500.0,4.0,3.0,372.0,25.599999999999994
516,10.0,500.0,4.0,3.0,359.0,28.200000000000003
517,10.0,500.0,4.0,3.0,379.0,24.200000000000003
518,10.0,500.0,4.0,3.0,375.0,25.0
519,10.0,500.0,4.0,3.0,372.0,25.599999999999994
520,10.0,500.0,4.0,3.0,370.0,26.0
521,10.0,500.0,4.0,3.0,368.0,26.400000000000006
522,10.0,500.0,4.0,3.0,368.0,26.400000000000006
523,10.0,500.0,4.0,3.0,377.0,24.599999999999994
524,10.0,500.0,4.0,3.0,375.0,25.0
525,10.0,500.0,4.0,3.0,382.0,23.599999999999994
526,10.0,500.0,4.0,3.0,376.0,24.799999999999997
527,10.0,500.0,4.0,3.0,373.0,25.400000000000006
528,10.0,500.0,4.0,3.0,378.0,24.400000000000006
529,10.0,500.0,4.0,3.0,377.0,24.599999999999994
530,10.0,500.0,4.0,3.0,378.0,24.400000000000006
531,10.0,500.0,4.0,3.0,373.0,25.400000000000006
532,10.0,500.0,4.0,3.0,364.0,27.200000000000003
533,10.0,500.0,4.0,3.0,368.0,26.400000000000006
534,10.0,500.0,4.0,3.0,381.0,23.799999999999997
535,10.0,500.0,4.0,3.0,373.0,25.400000000000006
536,10.0,500.0,4.0,3.0,373.0,25.400000000000006
537,10.0,500.0,4.0,3.0,373.0,25.400000000000006
538,10.0,500.0,4.0,3.0,374.0,25.200000000000003
539,10.0,500.0,4.0,3.0,374.0,25.200000000000003
540,10.0,700.0,4.0,1.0,427.0,39.0
541,10.0,700.0,4.0,1.0,425.0,39.285714285714285
542,10.0,700.0,4.0,1.0,436.0,37.714285714285715
543,10.0,700.0,4.0,1.0,428.0,38.857142857142854
544,10.0,700.0,4.0,1.0,438.0,37.42857142857143
545,10.0,700.0,4.0,1.0,433.0,38.142857142857146
546,10.0,700.0,4.0,1.0,442.0,36.857142857142854
547,10.0,700.0,4.0,1.0,444.0,36.57142857142857
548,10.0,700.0,4.0,1.0,449.0,35.85714285714286
549,10.0,700.0,4.0,1.0,428.0,38.857142857142854
550,10.0,700.0,4.0,1.0,431.0,38.42857142857143
551,10.0,700.0,4.0,1.0,446.0,36.285714285714285
552,10.0,700.0,4.0,1.0,449.0,35.85714285714286
553,10.0,700.0,4.0,1.0,428.0,38.857142857142854
554,10.0,700.0,4.0,1.0,439.0,37.285714285714285
555,10.0,700.0,4.0,1.0,427.0,39.0
556,10.0,700.0,4.0,1.0,440.0,37.142857142857146
557,10.0,700.0,4.0,1.0,433.0,38.142857142857146
558,10.0,700.0,4.0,1.0,443.0,36.714285714285715
559,10.0,700.0,4.0,1.0,432.0,38.285714285714285
560,10.0,700.0,4.0,1.0,443.0,36.714285714285715
561,10.0,700.0,4.0,1.0,438.0,37.42857142857143
562,10.0,700.0,4.0,1.0,438.0,37.42857142857143
563,10.0,700.0,4.0,1.0,434.0,38.0
564,10.0,700.0,4.0,1.0,435.0,37.857142857142854
565,10.0,700.0,4.0,1.0,437.0,37.57142857142857
566,10.0,700.0,4.0,1.0,429.0,38.714285714285715
567,10.0,700.0,4.0,1.0,438.0,37.42857142857143
568,10.0,700.0,4.0,1.0,443.0,36.714285714285715
569,10.0,700.0,4.0,1.0,437.0,37.57142857142857
570,10.0,700.0,4.0,1.0,433.0,38.142857142857146
571,10.0,700.0,4.0,1.0,453.0,35.28571428571429
572,10.0,700.0,4.0,1.0,440.0,37.142857142857146
573,10.0,700.0,4.0,1.0,441.0,37.0
574,10.0,700.0,4.0,1.0,440.0,37.142857142857146
575,10.0,700.0,4.0,1.0,443.0,36.714285714285715
576,10.0,700.0,4.0,1.0,449.0,35.85714285714286
577,10.0,700.0,4.0,1.0,448.0,36.0
578,10.0,700.0,4.0,1.0,449.0,35.85714285714286
579,10.0,700.0,4.0,1.0,451.0,35.57142857142857
580,10.0,700.0,4.0,1.0,448.0,36.0
581,10.0,700.0,4.0,1.0,443.0,36.714285714285715
582,10.0,700.0,4.0,1.0,440.0,37.142857142857146
583,10.0,700.0,4.0,1.0,452.0,35.42857142857143
584,10.0,700.0,4.0,1.0,447.0,36.142857142857146
585,10.0,700.0,4.0,1.0,452.0,35.42857142857143
586,10.0,700.0,4.0,1.0,446.0,36.285714285714285
587,10.0,700.0,4.0,1.0,444.0,36.57142857142857
588,10.0,700.0,4.0,1.0,442.0,36.857142857142854
589,10.0,700.0,4.0,1.0,449.0,35.85714285714286
590,10.0,700.0,4.0,1.0,450.0,35.71428571428571
591,10.0,700.0,4.0,1.0,445.0,36.42857142857143
592,10.0,700.0,4.0,1.0,442.0,36.857142857142854
593,10.0,700.0,4.0,1.0,453.0,35.28571428571429
594,10.0,700.0,4.0,1.0,447.0,36.142857142857146
595,10.0,700.0,4.0,1.0,448.0,36.0
596,10.0,700.0,4.0,1.0,447.0,36.142857142857146
597,10.0,700.0,4.0,1.0,443.0,36.714285714285715
598,10.0,700.0,4.0,1.0,445.0,36.42857142857143
599,10.0,700.0,4.0,1.0,442.0,36.857142857142854
600,10.0,700.0,4.0,1.0,437.0,37.57142857142857
601,10.0,700.0,4.0,1.0,449.0,35.85714285714286
602,10.0,700.0,4.0,1.0,440.0,37.142857142857146
603,10.0,700.0,4.0,1.0,459.0,34.42857142857143
604,10.0,700.0,4.0,1.0,435.0,37.857142857142854
605,10.0,700.0,4.0,1.0,437.0,37.57142857142857
606,10.0,700.0,4.0,1.0,438.0,37.42857142857143
607,10.0,700.0,4.0,1.0,456.0,34.85714285714286
608,10.0,700.0,4.0,1.0,437.0,37.57142857142857
609,10.0,700.0,4.0,1.0,446.0,36.285714285714285
610,10.0,700.0,4.0,1.0,442.0,36.857142857142854
611,10.0,700.0,4.0,1.0,447.0,36.142857142857146
612,10.0,700.0,4.0,1.0,450.0,35.71428571428571
613,10.0,700.0,4.0,1.0,461.0,34.14285714285714
614,10.0,700.0,4.0,1.0,444.0,36.57142857142857
615,10.0,700.0,4.0,1.0,441.0,37.0
616,10.0,700.0,4.0,1.0,440.0,37.142857142857146
617,10.0,700.0,4.0,1.0,447.0,36.142857142857146
618,10.0,700.0,4.0,1.0,438.0,37.42857142857143
619,10.0,700.0,4.0,1.0,449.0,35.85714285714286
620,10.0,700.0,4.0,1.0,441.0,37.0
621,10.0,700.0,4.0,1.0,434.0,38.0
622,10.0,700.0,4.0,1.0,431.0,38.42857142857143
623,10.0,700.0,4.0,1.0,439.0,37.285714285714285
624,10.0,700.0,4.0,1.0,448.0,36.0
625,10.0,700.0,4.0,1.0,450.0,35.71428571428571
626,10.0,700.0,4.0,1.0,437.0,37.57142857142857
627,10.0,700.0,4.0,1.0,449.0,35.85714285714286
628,10.0,700.0,4.0,1.0,444.0,36.57142857142857
629,10.0,700.0,4.0,1.0,437.0,37.57142857142857
630,10.0,700.0,4.0,2.0,595.0,15.0
631,10.0,700.0,4.0,2.0,595.0,15.0
632,10.0,700.0,4.0,2.0,594.0,15.142857142857139
633,10.0,700.0,4.0,2.0,609.0,13.0
634,10.0,700.0,4.0,2.0,591.0,15.57142857142857
635,10.0,700.0,4.0,2.0,602.0,14.0
636,10.0,700.0,4.0,2.0,596.0,14.857142857142861
637,10.0,700.0,4.0,2.0,595.0,15.0
638,10.0,700.0,4.0,2.0,589.0,15.857142857142861
639,10.0,700.0,4.0,2.0,593.0,15.285714285714292
640,10.0,700.0,4.0,2.0,601.0,14.142857142857139
641,10.0,700.0,4.0,2.0,594.0,15.142857142857139
642,10.0,700.0,4.0,2.0,603.0,13.857142857142861
643,10.0,700.0,4.0,2.0,602.0,14.0
644,10.0,700.0,4.0,2.0,591.0,15.57142857142857
645,10.0,700.0,4.0,2.0,590.0,15.714285714285708
646,10.0,700.0,4.0,2.0,593.0,15.285714285714292
647,10.0,700.0,4.0,2.0,592.0,15.42857142857143
648,10.0,700.0,4.0,2.0,600.0,14.285714285714292
649,10.0,700.0,4.0,2.0,599.0,14.42857142857143
650,10.0,700.0,4.0,2.0,602.0,14.0
651,10.0,700.0,4.0,2.0,599.0,14.42857142857143
652,10.0,700.0,4.0,2.0,596.0,14.857142857142861
653,10.0,700.0,4.0,2.0,592.0,15.42857142857143
654,10.0,700.0,4.0,2.0,596.0,14.857142857142861
655,10.0,700.0,4.0,2.0,598.0,14.57142857142857
656,10.0,700.0,4.0,2.0,597.0,14.714285714285708
657,10.0,700.0,4.0,2.0,599.0,14.42857142857143
658,10.0,700.0,4.0,2.0,601.0,14.142857142857139
659,10.0,700.0,4.0,2.0,594.0,15.142857142857139
660,10.0,700.0,4.0,2.0,596.0,14.857142857142861
661,10.0,700.0,4.0,2.0,597.0,14.714285714285708
662,10.0,700.0,4.0,2.0,591.0,15.57142857142857
663,10.0,700.0,4.0,2.0,589.0,15.857142857142861
664,10.0,700.0,4.0,2.0,598.0,14.57142857142857
665,10.0,700.0,4.0,2.0,598.0,14.57142857142857
666,10.0,700.0,4.0,2.0,595.0,15.0
667,10.0,700.0,4.0,2.0,595.0,15.0
668,10.0,700.0,4.0,2.0,591.0,15.57142857142857
669,10.0,700.0,4.0,2.0,588.0,16.0
670,10.0,700.0,4.0,2.0,590.0,15.714285714285708
671,10.0,700.0,4.0,2.0,593.0,15.285714285714292
672,10.0,700.0,4.0,2.0,590.0,15.714285714285708
673,10.0,700.0,4.0,2.0,595.0,15.0
674,10.0,700.0,4.0,2.0,596.0,14.857142857142861
675,10.0,700.0,4.0,2.0,592.0,15.42857142857143
676,10.0,700.0,4.0,2.0,593.0,15.285714285714292
677,10.0,700.0,4.0,2.0,594.0,15.142857142857139
678,10.0,700.0,4.0,2.0,598.0,14.57142857142857
679,10.0,700.0,4.0,2.0,599.0,14.42857142857143
680,10.0,700.0,4.0,2.0,595.0,15.0
681,10.0,700.0,4.0,2.0,595.0,15.0
682,10.0,700.0,4.0,2.0,593.0,15.285714285714292
683,10.0,700.0,4.0,2.0,601.0,14.142857142857139
684,10.0,700.0,4.0,2.0,594.0,15.142857142857139
685,10.0,700.0,4.0,2.0,597.0,14.714285714285708
686,10.0,700.0,4.0,2.0,597.0,14.714285714285708
687,10.0,700.0,4.0,2.0,600.0,14.285714285714292
688,10.0,700.0,4.0,2.0,601.0,14.142857142857139
689,10.0,700.0,4.0,2.0,600.0,14.285714285714292
690,10.0,700.0,4.0,2.0,588.0,16.0
691,10.0,700.0,4.0,2.0,596.0,14.857142857142861
692,10.0,700.0,4.0,2.0,598.0,14.57142857142857
693,10.0,700.0,4.0,2.0,601.0,14.142857142857139
694,10.0,700.0,4.0,2.0,593.0,15.285714285714292
695,10.0,700.0,4.0,2.0,604.0,13.714285714285708
696,10.0,700.0,4.0,2.0,594.0,15.142857142857139
697,10.0,700.0,4.0,2.0,605.0,13.57142857142857
698,10.0,700.0,4.0,2.0,593.0,15.285714285714292
699,10.0,700.0,4.0,2.0,594.0,15.142857142857139
700,10.0,700.0,4.0,2.0,605.0,13.57142857142857
701,10.0,700.0,4.0,2.0,596.0,14.857142857142861
702,10.0,700.0,4.0,2.0,593.0,15.285714285714292
703,10.0,700.0,4.0,2.0,602.0,14.0
704,10.0,700.0,4.0,2.0,599.0,14.42857142857143
705,10.0,700.0,4.0,2.0,590.0,15.714285714285708
706,10.0,700.0,4.0,2.0,596.0,14.857142857142861
707,10.0,700.0,4.0,2.0,605.0,13.57142857142857
708,10.0,700.0,4.0,2.0,600.0,14.285714285714292
709,10.0,700.0,4.0,2.0,595.0,15.0
710,10.0,700.0,4.0,2.0,599.0,14.42857142857143
711,10.0,700.0,4.0,2.0,598.0,14.57142857142857
712,10.0,700.0,4.0,2.0,592.0,15.42857142857143
713,10.0,700.0,4.0,2.0,592.0,15.42857142857143
714,10.0,700.0,4.0,2.0,593.0,15.285714285714292
715,10.0,700.0,4.0,2.0,591.0,15.57142857142857
716,10.0,700.0,4.0,2.0,601.0,14.142857142857139
717,10.0,700.0,4.0,2.0,601.0,14.142857142857139
718,10.0,700.0,4.0,2.0,596.0,14.857142857142861
719,10.0,700.0,4.0,2.0,594.0,15.142857142857139
720,10.0,700.0,4.0,3.0,511.0,27.0
721,10.0,700.0,4.0,3.0,524.0,25.14285714285714
722,10.0,700.0,4.0,3.0,520.0,25.714285714285708
723,10.0,700.0,4.0,3.0,509.0,27.285714285714292
724,10.0,700.0,4.0,3.0,513.0,26.714285714285708
725,10.0,700.0,4.0,3.0,507.0,27.57142857142857
726,10.0,700.0,4.0,3.0,518.0,26.0
727,10.0,700.0,4.0,3.0,516.0,26.285714285714292
728,10.0,700.0,4.0,3.0,520.0,25.714285714285708
729,10.0,700.0,4.0,3.0,529.0,24.42857142857143
730,10.0,700.0,4.0,3.0,520.0,25.714285714285708
731,10.0,700.0,4.0,3.0,529.0,24.42857142857143
732,10.0,700.0,4.0,3.0,517.0,26.14285714285714
733,10.0,700.0,4.0,3.0,518.0,26.0
734,10.0,700.0,4.0,3.0,511.0,27.0
735,10.0,700.0,4.0,3.0,516.0,26.285714285714292
736,10.0,700.0,4.0,3.0,526.0,24.85714285714286
737,10.0,700.0,4.0,3.0,520.0,25.714285714285708
738,10.0,700.0,4.0,3.0,524.0,25.14285714285714
739,10.0,700.0,4.0,3.0,517.0,26.14285714285714
740,10.0,700.0,4.0,3.0,526.0,24.85714285714286
741,10.0,700.0,4.0,3.0,511.0,27.0
742,10.0,700.0,4.0,3.0,515.0,26.42857142857143
743,10.0,700.0,4.0,3.0,525.0,25.0
744,10.0,700.0,4.0,3.0,511.0,27.0
745,10.0,700.0,4.0,3.0,507.0,27.57142857142857
746,10.0,700.0,4.0,3.0,513.0,26.714285714285708
747,10.0,700.0,4.0,3.0,505.0,27.85714285714286
748,10.0,700.0,4.0,3.0,513.0,26.714285714285708
749,10.0,700.0,4.0,3.0,519.0,25.85714285714286
750,10.0,700.0,4.0,3.0,528.0,24.57142857142857
751,10.0,700.0,4.0,3.0,526.0,24.85714285714286
752,10.0,700.0,4.0,3.0,510.0,27.14285714285714
753,10.0,700.0,4.0,3.0,521.0,25.57142857142857
754,10.0,700.0,4.0,3.0,513.0,26.714285714285708
755,10.0,700.0,4.0,3.0,524.0,25.14285714285714
756,10.0,700.0,4.0,3.0,516.0,26.285714285714292
757,10.0,700.0,4.0,3.0,529.0,24.42857142857143
758,10.0,700.0,4.0,3.0,523.0,25.285714285714292
759,10.0,700.0,4.0,3.0,527.0,24.714285714285708
760,10.0,700.0,4.0,3.0,520.0,25.714285714285708
761,10.0,700.0,4.0,3.0,512.0,26.85714285714286
762,10.0,700.0,4.0,3.0,523.0,25.285714285714292
763,10.0,700.0,4.0,3.0,518.0,26.0
764,10.0,700.0,4.0,3.0,520.0,25.714285714285708
765,10.0,700.0,4.0,3.0,512.0,26.85714285714286
766,10.0,700.0,4.0,3.0,518.0,26.0
767,10.0,700.0,4.0,3.0,520.0,25.714285714285708
768,10.0,700.0,4.0,3.0,528.0,24.57142857142857
769,10.0,700.0,4.0,3.0,529.0,24.42857142857143
770,10.0,700.0,4.0,3.0,516.0,26.285714285714292
771,10.0,700.0,4.0,3.0,520.0,25.714285714285708
772,10.0,700.0,4.0,3.0,518.0,26.0
773,10.0,700.0,4.0,3.0,523.0,25.285714285714292
774,10.0,700.0,4.0,3.0,521.0,25.57142857142857
775,10.0,700.0,4.0,3.0,514.0,26.57142857142857
776,10.0,700.0,4.0,3.0,522.0,25.42857142857143
777,10.0,700.0,4.0,3.0,517.0,26.14285714285714
778,10.0,700.0,4.0,3.0,516.0,26.285714285714292
779,10.0,700.0,4.0,3.0,525.0,25.0
780,10.0,700.0,4.0,3.0,517.0,26.14285714285714
781,10.0,700.0,4.0,3.0,529.0,24.42857142857143
782,10.0,700.0,4.0,3.0,524.0,25.14285714285714
783,10.0,700.0,4.0,3.0,513.0,26.714285714285708
784,10.0,700.0,4.0,3.0,536.0,23.42857142857143
785,10.0,700.0,4.0,3.0,522.0,25.42857142857143
786,10.0,700.0,4.0,3.0,528.0,24.57142857142857
787,10.0,700.0,4.0,3.0,515.0,26.42857142857143
788,10.0,700.0,4.0,3.0,512.0,26.85714285714286
789,10.0,700.0,4.0,3.0,530.0,24.285714285714292
790,10.0,700.0,4.0,3.0,515.0,26.42857142857143
791,10.0,700.0,4.0,3.0,515.0,26.42857142857143
792,10.0,700.0,4.0,3.0,524.0,25.14285714285714
793,10.0,700.0,4.0,3.0,523.0,25.285714285714292
794,10.0,700.0,4.0,3.0,521.0,25.57142857142857
795,10.0,700.0,4.0,3.0,521.0,25.57142857142857
796,10.0,700.0,4.0,3.0,509.0,27.285714285714292
797,10.0,700.0,4.0,3.0,514.0,26.57142857142857
798,10.0,700.0,4.0,3.0,515.0,26.42857142857143
799,10.0,700.0,4.0,3.0,516.0,26.285714285714292
800,10.0,700.0,4.0,3.0,504.0,28.0
801,10.0,700.0,4.0,3.0,514.0,26.57142857142857
802,10.0,700.0,4.0,3.0,505.0,27.85714285714286
803,10.0,700.0,4.0,3.0,515.0,26.42857142857143
804,10.0,700.0,4.0,3.0,524.0,25.14285714285714
805,10.0,700.0,4.0,3.0,517.0,26.14285714285714
806,10.0,700.0,4.0,3.0,509.0,27.285714285714292
807,10.0,700.0,4.0,3.0,519.0,25.85714285714286
808,10.0,700.0,4.0,3.0,512.0,26.85714285714286
809,10.0,700.0,4.0,3.0,519.0,25.85714285714286
810,15.0,300.0,4.0,1.0,207.0,31.0
811,15.0,300.0,4.0,1.0,209.0,30.33333333333333
812,15.0,300.0,4.0,1.0,210.0,30.0
813,15.0,300.0,4.0,1.0,216.0,28.0
814,15.0,300.0,4.0,1.0,212.0,29.33333333333333
815,15.0,300.0,4.0,1.0,211.0,29.66666666666667
816,15.0,300.0,4.0,1.0,203.0,32.33333333333333
817,15.0,300.0,4.0,1.0,208.0,30.66666666666667
818,15.0,300.0,4.0,1.0,214.0,28.66666666666667
819,15.0,300.0,4.0,1.0,207.0,31.0
820,15.0,300.0,4.0,1.0,212.0,29.33333333333333
821,15.0,300.0,4.0,1.0,204.0,32.0
822,15.0,300.0,4.0,1.0,207.0,31.0
823,15.0,300.0,4.0,1.0,213.0,29.0
824,15.0,300.0,4.0,1.0,211.0,29.66666666666667
825,15.0,300.0,4.0,1.0,209.0,30.33333333333333
826,15.0,300.0,4.0,1.0,215.0,28.33333333333333
827,15.0,300.0,4.0,1.0,208.0,30.66666666666667
828,15.0,300.0,4.0,1.0,213.0,29.0
829,15.0,300.0,4.0,1.0,210.0,30.0
830,15.0,300.0,4.0,1.0,212.0,29.33333333333333
831,15.0,300.0,4.0,1.0,211.0,29.66666666666667
832,15.0,300.0,4.0,1.0,212.0,29.33333333333333
833,15.0,300.0,4.0,1.0,207.0,31.0
834,15.0,300.0,4.0,1.0,209.0,30.33333333333333
835,15.0,300.0,4.0,1.0,207.0,31.0
836,15.0,300.0,4.0,1.0,207.0,31.0
837,15.0,300.0,4.0,1.0,216.0,28.0
838,15.0,300.0,4.0,1.0,211.0,29.66666666666667
839,15.0,300.0,4.0,1.0,214.0,28.66666666666667
840,15.0,300.0,4.0,1.0,212.0,29.33333333333333
841,15.0,300.0,4.0,1.0,221.0,26.33333333333333
842,15.0,300.0,4.0,1.0,209.0,30.33333333333333
843,15.0,300.0,4.0,1.0,206.0,31.33333333333333
844,15.0,300.0,4.0,1.0,202.0,32.66666666666667
845,15.0,300.0,4.0,1.0,208.0,30.66666666666667
846,15.0,300.0,4.0,1.0,218.0,27.33333333333333
847,15.0,300.0,4.0,1.0,205.0,31.66666666666667
848,15.0,300.0,4.0,1.0,206.0,31.33333333333333
849,15.0,300.0,4.0,1.0,215.0,28.33333333333333
850,15.0,300.0,4.0,1.0,207.0,31.0
851,15.0,300.0,4.0,1.0,210.0,30.0
852,15.0,300.0,4.0,1.0,206.0,31.33333333333333
853,15.0,300.0,4.0,1.0,212.0,29.33333333333333
854,15.0,300.0,4.0,1.0,211.0,29.66666666666667
855,15.0,300.0,4.0,1.0,210.0,30.0
856,15.0,300.0,4.0,1.0,208.0,30.66666666666667
857,15.0,300.0,4.0,1.0,207.0,31.0
858,15.0,300.0,4.0,1.0,218.0,27.33333333333333
859,15.0,300.0,4.0,1.0,206.0,31.33333333333333
860,15.0,300.0,4.0,1.0,214.0,28.66666666666667
861,15.0,300.0,4.0,1.0,205.0,31.66666666666667
862,15.0,300.0,4.0,1.0,205.0,31.66666666666667
863,15.0,300.0,4.0,1.0,213.0,29.0
864,15.0,300.0,4.0,1.0,211.0,29.66666666666667
865,15.0,300.0,4.0,1.0,208.0,30.66666666666667
866,15.0,300.0,4.0,1.0,211.0,29.66666666666667
867,15.0,300.0,4.0,1.0,204.0,32.0
868,15.0,300.0,4.0,1.0,204.0,32.0
869,15.0,300.0,4.0,1.0,208.0,30.66666666666667
870,15.0,300.0,4.0,1.0,207.0,31.0
871,15.0,300.0,4.0,1.0,219.0,27.0
872,15.0,300.0,4.0,1.0,209.0,30.33333333333333
873,15.0,300.0,4.0,1.0,206.0,31.33333333333333
874,15.0,300.0,4.0,1.0,210.0,30.0
875,15.0,300.0,4.0,1.0,221.0,26.33333333333333
876,15.0,300.0,4.0,1.0,210.0,30.0
877,15.0,300.0,4.0,1.0,216.0,28.0
878,15.0,300.0,4.0,1.0,214.0,28.66666666666667
879,15.0,300.0,4.0,1.0,211.0,29.66666666666667
880,15.0,300.0,4.0,1.0,216.0,28.0
881,15.0,300.0,4.0,1.0,203.0,32.33333333333333
882,15.0,300.0,4.0,1.0,212.0,29.33333333333333
883,15.0,300.0,4.0,1.0,211.0,29.66666666666667
884,15.0,300.0,4.0,1.0,214.0,28.66666666666667
885,15.0,300.0,4.0,1.0,211.0,29.66666666666667
886,15.0,300.0,4.0,1.0,208.0,30.66666666666667
887,15.0,300.0,4.0,1.0,211.0,29.66666666666667
888,15.0,300.0,4.0,1.0,208.0,30.66666666666667
889,15.0,300.0,4.0,1.0,211.0,29.66666666666667
890,15.0,300.0,4.0,1.0,209.0,30.33333333333333
891,15.0,300.0,4.0,1.0,216.0,28.0
892,15.0,300.0,4.0,1.0,220.0,26.66666666666667
893,15.0,300.0,4.0,1.0,210.0,30.0
894,15.0,300.0,4.0,1.0,208.0,30.66666666666667
895,15.0,300.0,4.0,1.0,205.0,31.66666666666667
896,15.0,300.0,4.0,1.0,209.0,30.33333333333333
897,15.0,300.0,4.0,1.0,214.0,28.66666666666667
898,15.0,300.0,4.0,1.0,213.0,29.0
899,15.0,300.0,4.0,1.0,212.0,29.33333333333333
900,15.0,300.0,4.0,2.0,260.0,13.333333333333329
901,15.0,300.0,4.0,2.0,265.0,11.666666666666671
902,15.0,300.0,4.0,2.0,261.0,13.0
903,15.0,300.0,4.0,2.0,266.0,11.333333333333329
904,15.0,300.0,4.0,2.0,258.0,14.0
905,15.0,300.0,4.0,2.0,264.0,12.0
906,15.0,300.0,4.0,2.0,265.0,11.666666666666671
907,15.0,300.0,4.0,2.0,264.0,12.0
908,15.0,300.0,4.0,2.0,264.0,12.0
909,15.0,300.0,4.0,2.0,269.0,10.333333333333329
910,15.0,300.0,4.0,2.0,266.0,11.333333333333329
911,15.0,300.0,4.0,2.0,264.0,12.0
912,15.0,300.0,4.0,2.0,267.0,11.0
913,15.0,300.0,4.0,2.0,263.0,12.333333333333329
914,15.0,300.0,4.0,2.0,264.0,12.0
915,15.0,300.0,4.0,2.0,266.0,11.333333333333329
916,15.0,300.0,4.0,2.0,264.0,12.0
917,15.0,300.0,4.0,2.0,261.0,13.0
918,15.0,300.0,4.0,2.0,270.0,10.0
919,15.0,300.0,4.0,2.0,262.0,12.666666666666671
920,15.0,300.0,4.0,2.0,263.0,12.333333333333329
921,15.0,300.0,4.0,2.0,263.0,12.333333333333329
922,15.0,300.0,4.0,2.0,263.0,12.333333333333329
923,15.0,300.0,4.0,2.0,269.0,10.333333333333329
924,15.0,300.0,4.0,2.0,260.0,13.333333333333329
925,15.0,300.0,4.0,2.0,266.0,11.333333333333329
926,15.0,300.0,4.0,2.0,262.0,12.666666666666671
927,15.0,300.0,4.0,2.0,264.0,12.0
928,15.0,300.0,4.0,2.0,264.0,12.0
929,15.0,300.0,4.0,2.0,269.0,10.333333333333329
930,15.0,300.0,4.0,2.0,261.0,13.0
931,15.0,300.0,4.0,2.0,263.0,12.333333333333329
932,15.0,300.0,4.0,2.0,267.0,11.0
933,15.0,300.0,4.0,2.0,263.0,12.333333333333329
934,15.0,300.0,4.0,2.0,268.0,10.666666666666671
935,15.0,300.0,4.0,2.0,266.0,11.333333333333329
936,15.0,300.0,4.0,2.0,263.0,12.333333333333329
937,15.0,300.0,4.0,2.0,261.0,13.0
938,15.0,300.0,4.0,2.0,263.0,12.333333333333329
939,15.0,300.0,4.0,2.0,262.0,12.666666666666671
940,15.0,300.0,4.0,2.0,267.0,11.0
941,15.0,300.0,4.0,2.0,263.0,12.333333333333329
942,15.0,300.0,4.0,2.0,267.0,11.0
943,15.0,300.0,4.0,2.0,270.0,10.0
944,15.0,300.0,4.0,2.0,264.0,12.0
945,15.0,300.0,4.0,2.0,265.0,11.666666666666671
946,15.0,300.0,4.0,2.0,266.0,11.333333333333329
947,15.0,300.0,4.0,2.0,265.0,11.666666666666671
948,15.0,300.0,4.0,2.0,262.0,12.666666666666671
949,15.0,300.0,4.0,2.0,263.0,12.333333333333329
950,15.0,300.0,4.0,2.0,262.0,12.666666666666671
951,15.0,300.0,4.0,2.0,261.0,13.0
952,15.0,300.0,4.0,2.0,266.0,11.333333333333329
953,15.0,300.0,4.0,2.0,259.0,13.666666666666671
954,15.0,300.0,4.0,2.0,265.0,11.666666666666671
955,15.0,300.0,4.0,2.0,264.0,12.0
956,15.0,300.0,4.0,2.0,263.0,12.333333333333329
957,15.0,300.0,4.0,2.0,263.0,12.333333333333329
958,15.0,300.0,4.0,2.0,265.0,11.666666666666671
959,15.0,300.0,4.0,2.0,265.0,11.666666666666671
960,15.0,300.0,4.0,2.0,263.0,12.333333333333329
961,15.0,300.0,4.0,2.0,260.0,13.333333333333329
962,15.0,300.0,4.0,2.0,259.0,13.666666666666671
963,15.0,300.0,4.0,2.0,259.0,13.666666666666671
